date,AQI,PM10,NO2,SO2,O3,Temperature,Humidity,Precipitation,month,log_PM2.5,log_CO,season_Spring,season_Summer,season_Winter,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,AQI_t+1,AQI_t+2,AQI_t+3,AQI_lag_1,AQI_lag_2,AQI_roll_mean_3,AQI_roll_std_3,AQI_diff
2023-08-16,55.875,49.74583333333334,7.295833333333333,4.358333333333333,44.833333333333336,27.52083333333333,81.04166666666667,0.0,8,2.7013612129514133,5.029620594007336,False,True,False,False,True,False,False,False,False,53.708333333333336,56.16666666666666,57.958333333333336,61.708333333333336,63.0,63.013888888888886,1.3125551134701765,-1.2916666666666643
2023-08-17,53.708333333333336,34.02916666666667,5.879166666666666,3.2125,39.79166666666666,27.29583333333333,76.70833333333333,0.0,8,2.6920901815234806,4.952888471883932,False,True,False,False,False,True,False,False,False,56.16666666666666,57.958333333333336,58.25,55.875,61.708333333333336,60.19444444444445,3.7960902157214154,-5.833333333333336
2023-08-18,56.16666666666666,43.9125,5.75,3.108333333333333,42.75,27.370833333333334,76.04166666666667,0.0,8,2.8482951186135383,4.9383632424462585,False,True,False,False,False,False,True,False,False,57.958333333333336,58.25,56.04166666666666,53.708333333333336,55.875,57.09722222222223,4.13767692918857,-2.1666666666666643
2023-08-19,57.958333333333336,59.07916666666667,6.354166666666667,3.5125,49.208333333333336,27.1875,78.83333333333333,0.0,8,2.8149095928837724,4.892227063045954,False,True,False,False,False,False,False,True,False,58.25,56.04166666666666,55.0,56.16666666666666,53.708333333333336,55.25,1.3430634550954232,2.4583333333333215
2023-08-20,58.25,63.86666666666667,7.316666666666666,4.0,47.0,27.316666666666663,78.95833333333333,0.0,8,2.79295287485764,4.843530703107161,False,True,False,False,False,False,False,False,True,56.04166666666666,55.0,57.04166666666666,57.958333333333336,56.16666666666666,55.944444444444436,2.133696800626946,1.7916666666666785
2023-08-21,56.04166666666666,53.2375,6.466666666666666,3.6833333333333336,44.708333333333336,27.42083333333333,79.66666666666667,0.0,8,2.739495033809868,4.858196111784171,False,True,False,False,False,False,False,False,False,55.0,57.04166666666666,58.208333333333336,58.25,57.958333333333336,57.458333333333336,1.128082197543046,0.2916666666666643
2023-08-22,55.0,40.80833333333333,6.366666666666667,3.5083333333333333,41.708333333333336,27.191666666666663,80.5,0.0,8,2.748605493393921,4.860458190628869,False,True,False,True,False,False,False,False,False,57.04166666666666,58.208333333333336,62.91666666666666,56.04166666666666,58.25,57.416666666666664,1.199681670727783,-2.208333333333343
2023-08-23,57.04166666666666,40.0,7.016666666666667,3.3000000000000003,38.5,26.883333333333336,81.45833333333333,0.0,8,2.8253392876253103,4.963427211109475,False,True,False,False,True,False,False,False,False,58.208333333333336,62.91666666666666,60.208333333333336,55.0,56.04166666666666,56.43055555555555,1.6595333458218646,-1.0416666666666572
2023-08-24,58.208333333333336,42.4625,7.633333333333333,3.525,39.958333333333336,26.875,84.54166666666667,0.0,8,2.870971827284568,4.987025428457122,False,True,False,False,False,True,False,False,False,62.91666666666666,60.208333333333336,58.75,57.04166666666666,55.0,56.02777777777777,1.0209041925367055,2.041666666666657
2023-08-25,62.91666666666666,48.26666666666667,8.358333333333333,3.954166666666667,43.29166666666666,26.816666666666663,84.08333333333333,0.0,8,2.9435614012250815,4.900014051467492,False,True,False,False,False,False,True,False,False,60.208333333333336,58.75,60.0,58.208333333333336,57.04166666666666,56.75,1.6239312724825108,1.1666666666666785
